category_code,category_name,vendor,opp_ha,predicted_stuks
198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1311
200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,99214
201,201 - PAPRIKA ROOD,P 150 - VERENIGDE GROENTETUINDERS,90.0,203465
202,202 - PAPRIKA GEEL,P 150 - VERENIGDE GROENTETUINDERS,90.0,445
203,203 - PAPRIKA ORANJE,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
204,204 - PAPRIKA PAARS,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
205,205 - PAPRIKA WIT,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
206,206 - PAPRIKA MUNT,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
207,207 - PAPRIKA LILA,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
208,208 - PAPRIKA BRUIN,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
209,209 - PAPRIKA MIX,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
210,210 - MINI-PAPRIKA,P 150 - VERENIGDE GROENTETUINDERS,90.0,0
217,217 - PUNTPAPRIKA,P 150 - VERENIGDE GROENTETUINDERS,90.0,2975
198,198 - PAPRIKA DIV.,P 184 - SUPRA-NATURA,1.06,180
200,200 - PAPRIKA GROEN,P 184 - SUPRA-NATURA,1.06,0
201,201 - PAPRIKA ROOD,P 184 - SUPRA-NATURA,1.06,2282
202,202 - PAPRIKA GEEL,P 184 - SUPRA-NATURA,1.06,753
203,203 - PAPRIKA ORANJE,P 184 - SUPRA-NATURA,1.06,0
204,204 - PAPRIKA PAARS,P 184 - SUPRA-NATURA,1.06,0
205,205 - PAPRIKA WIT,P 184 - SUPRA-NATURA,1.06,0
206,206 - PAPRIKA MUNT,P 184 - SUPRA-NATURA,1.06,0
207,207 - PAPRIKA LILA,P 184 - SUPRA-NATURA,1.06,0
208,208 - PAPRIKA BRUIN,P 184 - SUPRA-NATURA,1.06,0
209,209 - PAPRIKA MIX,P 184 - SUPRA-NATURA,1.06,0
210,210 - MINI-PAPRIKA,P 184 - SUPRA-NATURA,1.06,0
217,217 - PUNTPAPRIKA,P 184 - SUPRA-NATURA,1.06,0
219,219 - PEPERS,P 184 - SUPRA-NATURA,,401097
198,198 - PAPRIKA DIV.,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,1567
200,200 - PAPRIKA GROEN,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,162616
201,201 - PAPRIKA ROOD,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,224887
202,202 - PAPRIKA GEEL,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,227564
203,203 - PAPRIKA ORANJE,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
204,204 - PAPRIKA PAARS,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
205,205 - PAPRIKA WIT,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
206,206 - PAPRIKA MUNT,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
207,207 - PAPRIKA LILA,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
208,208 - PAPRIKA BRUIN,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
209,209 - PAPRIKA MIX,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
210,210 - MINI-PAPRIKA,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2
217,217 - PUNTPAPRIKA,P 200 - VGT ZEEUWS-VLAANDEREN,180.0,2979
206,206 - PAPRIKA MUNT,P 320 - DE SAEGER JOHAN,,1123746
198,198 - PAPRIKA DIV.,P 528 - DE SWERT MARC,0.62,180
200,200 - PAPRIKA GROEN,P 528 - DE SWERT MARC,0.62,180
201,201 - PAPRIKA ROOD,P 528 - DE SWERT MARC,0.62,338
202,202 - PAPRIKA GEEL,P 528 - DE SWERT MARC,0.62,254
203,203 - PAPRIKA ORANJE,P 528 - DE SWERT MARC,0.62,0
204,204 - PAPRIKA PAARS,P 528 - DE SWERT MARC,0.62,0
205,205 - PAPRIKA WIT,P 528 - DE SWERT MARC,0.62,0
206,206 - PAPRIKA MUNT,P 528 - DE SWERT MARC,0.62,0
207,207 - PAPRIKA LILA,P 528 - DE SWERT MARC,0.62,0
208,208 - PAPRIKA BRUIN,P 528 - DE SWERT MARC,0.62,0
209,209 - PAPRIKA MIX,P 528 - DE SWERT MARC,0.62,0
210,210 - MINI-PAPRIKA,P 528 - DE SWERT MARC,0.62,0
217,217 - PUNTPAPRIKA,P 528 - DE SWERT MARC,0.62,0
198,198 - PAPRIKA DIV.,P 632 - H.D.S. GLASTUINBOUW,18.8,199
200,200 - PAPRIKA GROEN,P 632 - H.D.S. GLASTUINBOUW,18.8,199
201,201 - PAPRIKA ROOD,P 632 - H.D.S. GLASTUINBOUW,18.8,357
202,202 - PAPRIKA GEEL,P 632 - H.D.S. GLASTUINBOUW,18.8,273
203,203 - PAPRIKA ORANJE,P 632 - H.D.S. GLASTUINBOUW,18.8,0
204,204 - PAPRIKA PAARS,P 632 - H.D.S. GLASTUINBOUW,18.8,0
205,205 - PAPRIKA WIT,P 632 - H.D.S. GLASTUINBOUW,18.8,0
206,206 - PAPRIKA MUNT,P 632 - H.D.S. GLASTUINBOUW,18.8,0
207,207 - PAPRIKA LILA,P 632 - H.D.S. GLASTUINBOUW,18.8,0
208,208 - PAPRIKA BRUIN,P 632 - H.D.S. GLASTUINBOUW,18.8,0
209,209 - PAPRIKA MIX,P 632 - H.D.S. GLASTUINBOUW,18.8,0
210,210 - MINI-PAPRIKA,P 632 - H.D.S. GLASTUINBOUW,18.8,0
217,217 - PUNTPAPRIKA,P 632 - H.D.S. GLASTUINBOUW,18.8,120099
198,198 - PAPRIKA DIV.,P 842 - STANNUCO,43.1604,289
200,200 - PAPRIKA GROEN,P 842 - STANNUCO,43.1604,71356
201,201 - PAPRIKA ROOD,P 842 - STANNUCO,43.1604,69544
202,202 - PAPRIKA GEEL,P 842 - STANNUCO,43.1604,38065
203,203 - PAPRIKA ORANJE,P 842 - STANNUCO,43.1604,0
204,204 - PAPRIKA PAARS,P 842 - STANNUCO,43.1604,0
205,205 - PAPRIKA WIT,P 842 - STANNUCO,43.1604,0
206,206 - PAPRIKA MUNT,P 842 - STANNUCO,43.1604,0
207,207 - PAPRIKA LILA,P 842 - STANNUCO,43.1604,0
208,208 - PAPRIKA BRUIN,P 842 - STANNUCO,43.1604,0
209,209 - PAPRIKA MIX,P 842 - STANNUCO,43.1604,0
210,210 - MINI-PAPRIKA,P 842 - STANNUCO,43.1604,0
217,217 - PUNTPAPRIKA,P 842 - STANNUCO,43.1604,3042
198,198 - PAPRIKA DIV.,P 916 - GEMAPA,49.2162,1311
200,200 - PAPRIKA GROEN,P 916 - GEMAPA,49.2162,46215
201,201 - PAPRIKA ROOD,P 916 - GEMAPA,49.2162,80187
202,202 - PAPRIKA GEEL,P 916 - GEMAPA,49.2162,94209
203,203 - PAPRIKA ORANJE,P 916 - GEMAPA,49.2162,0
204,204 - PAPRIKA PAARS,P 916 - GEMAPA,49.2162,0
205,205 - PAPRIKA WIT,P 916 - GEMAPA,49.2162,0
206,206 - PAPRIKA MUNT,P 916 - GEMAPA,49.2162,0
207,207 - PAPRIKA LILA,P 916 - GEMAPA,49.2162,0
208,208 - PAPRIKA BRUIN,P 916 - GEMAPA,49.2162,0
209,209 - PAPRIKA MIX,P 916 - GEMAPA,49.2162,0
210,210 - MINI-PAPRIKA,P 916 - GEMAPA,49.2162,0
217,217 - PUNTPAPRIKA,P 916 - GEMAPA,49.2162,3042
198,198 - PAPRIKA DIV.,P1003 - KWEKERIJ GOOS,7.53,173
200,200 - PAPRIKA GROEN,P1003 - KWEKERIJ GOOS,7.53,69014
201,201 - PAPRIKA ROOD,P1003 - KWEKERIJ GOOS,7.53,332
202,202 - PAPRIKA GEEL,P1003 - KWEKERIJ GOOS,7.53,248
203,203 - PAPRIKA ORANJE,P1003 - KWEKERIJ GOOS,7.53,0
204,204 - PAPRIKA PAARS,P1003 - KWEKERIJ GOOS,7.53,0
205,205 - PAPRIKA WIT,P1003 - KWEKERIJ GOOS,7.53,0
206,206 - PAPRIKA MUNT,P1003 - KWEKERIJ GOOS,7.53,0
207,207 - PAPRIKA LILA,P1003 - KWEKERIJ GOOS,7.53,0
208,208 - PAPRIKA BRUIN,P1003 - KWEKERIJ GOOS,7.53,0
209,209 - PAPRIKA MIX,P1003 - KWEKERIJ GOOS,7.53,0
210,210 - MINI-PAPRIKA,P1003 - KWEKERIJ GOOS,7.53,0
217,217 - PUNTPAPRIKA,P1003 - KWEKERIJ GOOS,7.53,0
219,219 - PEPERS,P1003 - KWEKERIJ GOOS,,374326
201,201 - PAPRIKA ROOD,P1121 - GEM.TECHN.TUINBOUWSCHOOL,,1186511
201,201 - PAPRIKA ROOD,P1161 - BIO BON BON,,1186511
202,202 - PAPRIKA GEEL,P1161 - BIO BON BON,,1133145
210,210 - MINI-PAPRIKA,P1161 - BIO BON BON,,1121202
217,217 - PUNTPAPRIKA,P1161 - BIO BON BON,,1124925
219,219 - PEPERS,P1161 - BIO BON BON,,356427
198,198 - PAPRIKA DIV.,P1190 - RIJTAK,9.0,173
200,200 - PAPRIKA GROEN,P1190 - RIJTAK,9.0,25296
201,201 - PAPRIKA ROOD,P1190 - RIJTAK,9.0,332
202,202 - PAPRIKA GEEL,P1190 - RIJTAK,9.0,248
203,203 - PAPRIKA ORANJE,P1190 - RIJTAK,9.0,0
204,204 - PAPRIKA PAARS,P1190 - RIJTAK,9.0,0
205,205 - PAPRIKA WIT,P1190 - RIJTAK,9.0,0
206,206 - PAPRIKA MUNT,P1190 - RIJTAK,9.0,0
207,207 - PAPRIKA LILA,P1190 - RIJTAK,9.0,0
208,208 - PAPRIKA BRUIN,P1190 - RIJTAK,9.0,0
209,209 - PAPRIKA MIX,P1190 - RIJTAK,9.0,0
210,210 - MINI-PAPRIKA,P1190 - RIJTAK,9.0,0
217,217 - PUNTPAPRIKA,P1190 - RIJTAK,9.0,0
198,198 - PAPRIKA DIV.,P1259 - VAN HOYWEGHEN ANDY,0.012,180
200,200 - PAPRIKA GROEN,P1259 - VAN HOYWEGHEN ANDY,0.012,180
201,201 - PAPRIKA ROOD,P1259 - VAN HOYWEGHEN ANDY,0.012,338
202,202 - PAPRIKA GEEL,P1259 - VAN HOYWEGHEN ANDY,0.012,254
203,203 - PAPRIKA ORANJE,P1259 - VAN HOYWEGHEN ANDY,0.012,0
204,204 - PAPRIKA PAARS,P1259 - VAN HOYWEGHEN ANDY,0.012,0
205,205 - PAPRIKA WIT,P1259 - VAN HOYWEGHEN ANDY,0.012,0
206,206 - PAPRIKA MUNT,P1259 - VAN HOYWEGHEN ANDY,0.012,0
207,207 - PAPRIKA LILA,P1259 - VAN HOYWEGHEN ANDY,0.012,0
208,208 - PAPRIKA BRUIN,P1259 - VAN HOYWEGHEN ANDY,0.012,0
209,209 - PAPRIKA MIX,P1259 - VAN HOYWEGHEN ANDY,0.012,0
210,210 - MINI-PAPRIKA,P1259 - VAN HOYWEGHEN ANDY,0.012,0
217,217 - PUNTPAPRIKA,P1259 - VAN HOYWEGHEN ANDY,0.012,0
219,219 - PEPERS,P1419 - KESTEMONT BVLO,,359501
198,198 - PAPRIKA DIV.,P1496 - BELTOMEX,2.9,197
200,200 - PAPRIKA GROEN,P1496 - BELTOMEX,2.9,197
201,201 - PAPRIKA ROOD,P1496 - BELTOMEX,2.9,355
202,202 - PAPRIKA GEEL,P1496 - BELTOMEX,2.9,271
203,203 - PAPRIKA ORANJE,P1496 - BELTOMEX,2.9,0
204,204 - PAPRIKA PAARS,P1496 - BELTOMEX,2.9,0
205,205 - PAPRIKA WIT,P1496 - BELTOMEX,2.9,0
206,206 - PAPRIKA MUNT,P1496 - BELTOMEX,2.9,0
207,207 - PAPRIKA LILA,P1496 - BELTOMEX,2.9,0
208,208 - PAPRIKA BRUIN,P1496 - BELTOMEX,2.9,0
209,209 - PAPRIKA MIX,P1496 - BELTOMEX,2.9,0
210,210 - MINI-PAPRIKA,P1496 - BELTOMEX,2.9,0
217,217 - PUNTPAPRIKA,P1496 - BELTOMEX,2.9,0
200,200 - PAPRIKA GROEN,P1507 - RENECO,,1155170
201,201 - PAPRIKA ROOD,P1507 - RENECO,,1174583
202,202 - PAPRIKA GEEL,P1507 - RENECO,,1170514
219,219 - PEPERS,P1632 - ORGANIC FOOD PARTNERS,,1173894
198,198 - PAPRIKA DIV.,P1771 - LENTSCHE HEYDE,12.0,173
200,200 - PAPRIKA GROEN,P1771 - LENTSCHE HEYDE,12.0,4671
201,201 - PAPRIKA ROOD,P1771 - LENTSCHE HEYDE,12.0,332
202,202 - PAPRIKA GEEL,P1771 - LENTSCHE HEYDE,12.0,248
203,203 - PAPRIKA ORANJE,P1771 - LENTSCHE HEYDE,12.0,0
204,204 - PAPRIKA PAARS,P1771 - LENTSCHE HEYDE,12.0,0
205,205 - PAPRIKA WIT,P1771 - LENTSCHE HEYDE,12.0,0
206,206 - PAPRIKA MUNT,P1771 - LENTSCHE HEYDE,12.0,0
207,207 - PAPRIKA LILA,P1771 - LENTSCHE HEYDE,12.0,0
208,208 - PAPRIKA BRUIN,P1771 - LENTSCHE HEYDE,12.0,0
209,209 - PAPRIKA MIX,P1771 - LENTSCHE HEYDE,12.0,0
210,210 - MINI-PAPRIKA,P1771 - LENTSCHE HEYDE,12.0,0
217,217 - PUNTPAPRIKA,P1771 - LENTSCHE HEYDE,12.0,0
200,200 - PAPRIKA GROEN,P1825 - THOMAS MORE KEMPEN,,1156321
201,201 - PAPRIKA ROOD,P1825 - THOMAS MORE KEMPEN,,1183259
217,217 - PUNTPAPRIKA,P1825 - THOMAS MORE KEMPEN,,1176407
198,198 - PAPRIKA DIV.,P1859 - NOTELE JOHAN,3.0,212
200,200 - PAPRIKA GROEN,P1859 - NOTELE JOHAN,3.0,212
201,201 - PAPRIKA ROOD,P1859 - NOTELE JOHAN,3.0,5466
202,202 - PAPRIKA GEEL,P1859 - NOTELE JOHAN,3.0,287
203,203 - PAPRIKA ORANJE,P1859 - NOTELE JOHAN,3.0,0
204,204 - PAPRIKA PAARS,P1859 - NOTELE JOHAN,3.0,0
205,205 - PAPRIKA WIT,P1859 - NOTELE JOHAN,3.0,0
206,206 - PAPRIKA MUNT,P1859 - NOTELE JOHAN,3.0,0
207,207 - PAPRIKA LILA,P1859 - NOTELE JOHAN,3.0,0
208,208 - PAPRIKA BRUIN,P1859 - NOTELE JOHAN,3.0,0
209,209 - PAPRIKA MIX,P1859 - NOTELE JOHAN,3.0,0
210,210 - MINI-PAPRIKA,P1859 - NOTELE JOHAN,3.0,0
217,217 - PUNTPAPRIKA,P1859 - NOTELE JOHAN,3.0,0
210,210 - MINI-PAPRIKA,P1950 - TUINBOUWB. KIK BRUINISSE,,1119831
210,210 - MINI-PAPRIKA,P1960 - VRIENDS-DE JONGH,,1170520
219,219 - PEPERS,P1960 - VRIENDS-DE JONGH,,353057
198,198 - PAPRIKA DIV.,P2099 - PTS CAMPUS MECHELEN,0.17,180
200,200 - PAPRIKA GROEN,P2099 - PTS CAMPUS MECHELEN,0.17,180
201,201 - PAPRIKA ROOD,P2099 - PTS CAMPUS MECHELEN,0.17,573
202,202 - PAPRIKA GEEL,P2099 - PTS CAMPUS MECHELEN,0.17,254
203,203 - PAPRIKA ORANJE,P2099 - PTS CAMPUS MECHELEN,0.17,0
204,204 - PAPRIKA PAARS,P2099 - PTS CAMPUS MECHELEN,0.17,0
205,205 - PAPRIKA WIT,P2099 - PTS CAMPUS MECHELEN,0.17,0
206,206 - PAPRIKA MUNT,P2099 - PTS CAMPUS MECHELEN,0.17,0
207,207 - PAPRIKA LILA,P2099 - PTS CAMPUS MECHELEN,0.17,0
208,208 - PAPRIKA BRUIN,P2099 - PTS CAMPUS MECHELEN,0.17,0
209,209 - PAPRIKA MIX,P2099 - PTS CAMPUS MECHELEN,0.17,0
210,210 - MINI-PAPRIKA,P2099 - PTS CAMPUS MECHELEN,0.17,0
217,217 - PUNTPAPRIKA,P2099 - PTS CAMPUS MECHELEN,0.17,0
198,198 - PAPRIKA DIV.,P2277 - DOORNLAAR,0.01,180
200,200 - PAPRIKA GROEN,P2277 - DOORNLAAR,0.01,180
201,201 - PAPRIKA ROOD,P2277 - DOORNLAAR,0.01,573
202,202 - PAPRIKA GEEL,P2277 - DOORNLAAR,0.01,254
203,203 - PAPRIKA ORANJE,P2277 - DOORNLAAR,0.01,0
204,204 - PAPRIKA PAARS,P2277 - DOORNLAAR,0.01,0
205,205 - PAPRIKA WIT,P2277 - DOORNLAAR,0.01,0
206,206 - PAPRIKA MUNT,P2277 - DOORNLAAR,0.01,0
207,207 - PAPRIKA LILA,P2277 - DOORNLAAR,0.01,0
208,208 - PAPRIKA BRUIN,P2277 - DOORNLAAR,0.01,0
209,209 - PAPRIKA MIX,P2277 - DOORNLAAR,0.01,0
210,210 - MINI-PAPRIKA,P2277 - DOORNLAAR,0.01,0
217,217 - PUNTPAPRIKA,P2277 - DOORNLAAR,0.01,0
198,198 - PAPRIKA DIV.,P2284 - VAN DE KERKHOF EDUARD,6.7508,173
200,200 - PAPRIKA GROEN,P2284 - VAN DE KERKHOF EDUARD,6.7508,288
201,201 - PAPRIKA ROOD,P2284 - VAN DE KERKHOF EDUARD,6.7508,2540
202,202 - PAPRIKA GEEL,P2284 - VAN DE KERKHOF EDUARD,6.7508,363
203,203 - PAPRIKA ORANJE,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
204,204 - PAPRIKA PAARS,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
205,205 - PAPRIKA WIT,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
206,206 - PAPRIKA MUNT,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
207,207 - PAPRIKA LILA,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
208,208 - PAPRIKA BRUIN,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
209,209 - PAPRIKA MIX,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
210,210 - MINI-PAPRIKA,P2284 - VAN DE KERKHOF EDUARD,6.7508,0
217,217 - PUNTPAPRIKA,P2284 - VAN DE KERKHOF EDUARD,6.7508,6938
219,219 - PEPERS,P2284 - VAN DE KERKHOF EDUARD,,1177287
217,217 - PUNTPAPRIKA,P2317 - CEPEKO,,1179667
219,219 - PEPERS,P2317 - CEPEKO,,1166214
200,200 - PAPRIKA GROEN,P2401 - VERSCHUEREN PAUL,,1146787
201,201 - PAPRIKA ROOD,P2401 - VERSCHUEREN PAUL,,1167508
198,198 - PAPRIKA DIV.,P2447 - VERSCHUEREN GUIDO,0.36,180
200,200 - PAPRIKA GROEN,P2447 - VERSCHUEREN GUIDO,0.36,180
201,201 - PAPRIKA ROOD,P2447 - VERSCHUEREN GUIDO,0.36,573
202,202 - PAPRIKA GEEL,P2447 - VERSCHUEREN GUIDO,0.36,254
203,203 - PAPRIKA ORANJE,P2447 - VERSCHUEREN GUIDO,0.36,0
204,204 - PAPRIKA PAARS,P2447 - VERSCHUEREN GUIDO,0.36,0
205,205 - PAPRIKA WIT,P2447 - VERSCHUEREN GUIDO,0.36,0
206,206 - PAPRIKA MUNT,P2447 - VERSCHUEREN GUIDO,0.36,0
207,207 - PAPRIKA LILA,P2447 - VERSCHUEREN GUIDO,0.36,0
208,208 - PAPRIKA BRUIN,P2447 - VERSCHUEREN GUIDO,0.36,0
209,209 - PAPRIKA MIX,P2447 - VERSCHUEREN GUIDO,0.36,0
210,210 - MINI-PAPRIKA,P2447 - VERSCHUEREN GUIDO,0.36,0
217,217 - PUNTPAPRIKA,P2447 - VERSCHUEREN GUIDO,0.36,0
198,198 - PAPRIKA DIV.,P2465 - PROEFSTAT.GROENTETEELT,1.062,180
200,200 - PAPRIKA GROEN,P2465 - PROEFSTAT.GROENTETEELT,1.062,682
201,201 - PAPRIKA ROOD,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
202,202 - PAPRIKA GEEL,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
203,203 - PAPRIKA ORANJE,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
204,204 - PAPRIKA PAARS,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
205,205 - PAPRIKA WIT,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
206,206 - PAPRIKA MUNT,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
207,207 - PAPRIKA LILA,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
208,208 - PAPRIKA BRUIN,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
209,209 - PAPRIKA MIX,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
210,210 - MINI-PAPRIKA,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
217,217 - PUNTPAPRIKA,P2465 - PROEFSTAT.GROENTETEELT,1.062,0
219,219 - PEPERS,P2465 - PROEFSTAT.GROENTETEELT,,1176656
198,198 - PAPRIKA DIV.,P2597 - ALNICA,7.4158,173
200,200 - PAPRIKA GROEN,P2597 - ALNICA,7.4158,173
201,201 - PAPRIKA ROOD,P2597 - ALNICA,7.4158,567
202,202 - PAPRIKA GEEL,P2597 - ALNICA,7.4158,248
203,203 - PAPRIKA ORANJE,P2597 - ALNICA,7.4158,0
204,204 - PAPRIKA PAARS,P2597 - ALNICA,7.4158,0
205,205 - PAPRIKA WIT,P2597 - ALNICA,7.4158,0
206,206 - PAPRIKA MUNT,P2597 - ALNICA,7.4158,0
207,207 - PAPRIKA LILA,P2597 - ALNICA,7.4158,0
208,208 - PAPRIKA BRUIN,P2597 - ALNICA,7.4158,0
209,209 - PAPRIKA MIX,P2597 - ALNICA,7.4158,0
210,210 - MINI-PAPRIKA,P2597 - ALNICA,7.4158,0
217,217 - PUNTPAPRIKA,P2597 - ALNICA,7.4158,0
219,219 - PEPERS,P2634 - B.ROMMERSJANSEN,,333602
200,200 - PAPRIKA GROEN,P2702 - SERILGE,,1151285
201,201 - PAPRIKA ROOD,P2702 - SERILGE,,1170012
202,202 - PAPRIKA GEEL,P2702 - SERILGE,,1169370
200,200 - PAPRIKA GROEN,P2817 - VITAETOM,,341662
201,201 - PAPRIKA ROOD,P2817 - VITAETOM,,366945
202,202 - PAPRIKA GEEL,P2817 - VITAETOM,,366039
203,203 - PAPRIKA ORANJE,P2817 - VITAETOM,,1167182
217,217 - PUNTPAPRIKA,P2817 - VITAETOM,,1185933
219,219 - PEPERS,P2817 - VITAETOM,,354641
198,198 - PAPRIKA DIV.,P2879 - PAULANCO,0.075,180
200,200 - PAPRIKA GROEN,P2879 - PAULANCO,0.075,180
201,201 - PAPRIKA ROOD,P2879 - PAULANCO,0.075,573
202,202 - PAPRIKA GEEL,P2879 - PAULANCO,0.075,254
203,203 - PAPRIKA ORANJE,P2879 - PAULANCO,0.075,0
204,204 - PAPRIKA PAARS,P2879 - PAULANCO,0.075,0
205,205 - PAPRIKA WIT,P2879 - PAULANCO,0.075,0
206,206 - PAPRIKA MUNT,P2879 - PAULANCO,0.075,0
207,207 - PAPRIKA LILA,P2879 - PAULANCO,0.075,0
208,208 - PAPRIKA BRUIN,P2879 - PAULANCO,0.075,0
209,209 - PAPRIKA MIX,P2879 - PAULANCO,0.075,0
210,210 - MINI-PAPRIKA,P2879 - PAULANCO,0.075,0
217,217 - PUNTPAPRIKA,P2879 - PAULANCO,0.075,0
219,219 - PEPERS,P2879 - PAULANCO,,1179311
